date,time_of_day,crime_type,location,latitude,longitude,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity
15.06.2010,12:39:08,Forgery,Marathahalli,12.6456,77.9479,Female,29,Female,41,None,Minor,Overcast,22,Assault
22.06.2010,11:00:33,Assault,Banashankari,13.2426,77.2098,Female,24,Female,67,Blunt Object,Minor,Overcast,26,Burglary
07.07.2010,07:18:36,Assault,Bellandur,12.2617,77.9418,Other,31,Other,48,Knife,None,Rain,0,Drug Offense
11.07.2010,23:25:57,Fraud,Kamakshipalya,13.8859,77.7358,Female,48,Other,68,Gun,None,Overcast,11,Assault
12.07.2010,06:48:45,Forgery,HSR Layout,13.2261,77.4715,Male,58,Female,58,Blunt Object,Minor,Overcast,36,Assault
14.07.2010,08:31:02,Vandalism,Banashankari,13.7958,77.1439,Other,33,Female,52,None,None,Snow,33,Assault
15.07.2010,13:05:29,Theft,HSR Layout,13.562,77.5968,Other,66,Male,43,None,Fatal,Rain,10,Drug Offense
24.07.2010,22:16:13,Burglary,Yelahanka,13.4599,77.8732,Female,50,Male,41,None,Major,Rain,31,Fraud
27.07.2010,07:47:52,Fraud,Electronic City,13.5417,77.0053,Male,66,Male,33,Blunt Object,None,Snow,19,Robbery
01.08.2010,12:19:55,Forgery,HSR Layout,13.1729,77.1537,Female,68,Other,47,None,Major,Partly Cloudy,20,Vandalism
06.08.2010,20:08:43,Burglary,Whitefield,13.2961,77.2073,Other,62,Female,25,None,Minor,Rain,36,None
10.08.2010,03:41:18,Vandalism,Electronic City,12.9001,77.301,Other,64,Male,65,Gun,Fatal,Partly Cloudy,21,Assault
14.08.2010,09:37:12,Assault,Yelahanka,13.9718,77.9748,Male,29,Female,51,Gun,Major,Overcast,2,Robbery
18.08.2010,01:00:30,Assault,Yelahanka,13.7379,77.85,Other,30,Other,26,Blunt Object,None,Partly Cloudy,16,Robbery
19.08.2010,01:59:02,Forgery,Jayanagar,13.4034,77.2573,Other,43,Female,42,Gun,Fatal,Partly Cloudy,38,None
28.08.2010,13:23:38,Drug Offense,Marathahalli,12.456,77.7857,Male,69,Male,37,Gun,Fatal,Clear,13,Theft
28.08.2010,11:27:42,Vandalism,Jayanagar,12.0209,77.1632,Other,58,Female,56,Knife,None,Partly Cloudy,38,Forgery
02.09.2010,01:26:44,Robbery,Whitefield,12.8458,77.2838,Male,40,Female,52,Knife,None,Rain,18,Burglary
03.09.2010,04:19:49,Drug Offense,Marathahalli,13.0035,77.6769,Other,45,Male,27,None,None,Rain,4,Robbery
08.09.2010,22:32:44,Theft,Whitefield,13.3788,77.4991,Other,68,Other,29,Knife,Minor,Snow,20,Theft
08.09.2010,11:46:29,Burglary,Indiranagar,13.705,77.9716,Male,44,Female,42,Blunt Object,Minor,Snow,30,Fraud
13.09.2010,17:31:20,Theft,Koramangala,12.8956,77.3823,Other,69,Female,33,Gun,Major,Overcast,21,Fraud
18.09.2010,10:01:22,Assault,Electronic City,12.886,77.6824,Other,41,Female,21,Knife,None,Rain,3,Theft
24.09.2010,20:04:20,Fraud,Marathahalli,13.4532,77.1307,Female,53,Female,49,None,Major,Partly Cloudy,12,Robbery
01.10.2010,09:00:34,Robbery,Yelahanka,13.1519,77.3632,Female,23,Other,47,Knife,Minor,Partly Cloudy,17,Assault
10.10.2010,03:44:19,Embezzlement,Kamakshipalya,13.7866,77.011,Female,37,Other,56,None,Minor,Partly Cloudy,21,Drug Offense
13.10.2010,19:11:14,Assault,Kamakshipalya,12.0948,77.596,Other,43,Male,64,None,Fatal,Snow,7,Assault
13.10.2010,06:18:52,Vandalism,HSR Layout,13.0636,77.7733,Female,47,Other,57,Blunt Object,Minor,Rain,21,Fraud
25.10.2010,19:57:37,Robbery,HSR Layout,13.2418,77.5149,Female,48,Male,34,Gun,Fatal,Clear,24,Burglary
26.10.2010,11:32:27,Embezzlement,Bellandur,13.8603,77.6948,Male,38,Female,47,Blunt Object,Major,Overcast,10,Forgery
02.11.2010,04:32:28,Assault,Indiranagar,13.4109,77.8019,Male,31,Male,68,Gun,Major,Rain,15,Theft
05.11.2010,09:56:28,Fraud,Marathahalli,12.7071,77.645,Male,49,Female,36,Blunt Object,Fatal,Partly Cloudy,39,Forgery
07.11.2010,01:29:56,Vandalism,HSR Layout,12.2184,77.9652,Other,52,Male,56,None,Fatal,Overcast,16,Theft
07.11.2010,09:10:05,Robbery,Marathahalli,13.3731,77.0256,Other,35,Male,36,Gun,Major,Partly Cloudy,5,Burglary
12.11.2010,04:19:48,Embezzlement,Koramangala,12.4323,77.8182,Other,46,Male,58,None,Fatal,Snow,1,Forgery
21.11.2010,15:26:40,Embezzlement,Yelahanka,13.819,77.774,Other,66,Female,70,Knife,Fatal,Rain,23,None
25.11.2010,03:57:00,Robbery,Jayanagar,12.5416,77.343,Male,35,Other,56,Gun,Major,Clear,35,Burglary
27.11.2010,22:26:22,Drug Offense,Jayanagar,12.2178,77.1768,Male,26,Other,46,Blunt Object,Fatal,Clear,14,Theft
05.12.2010,06:50:58,Forgery,Whitefield,13.069,77.974,Male,30,Male,24,Blunt Object,Major,Overcast,36,Robbery
11.12.2010,10:55:34,Forgery,Marathahalli,13.6186,77.9073,Female,23,Male,70,Blunt Object,Major,Overcast,2,Burglary
14.12.2010,07:21:33,Fraud,Electronic City,13.8907,77.5532,Female,66,Female,28,Gun,Fatal,Clear,16,Assault
24.12.2010,01:51:40,Burglary,Marathahalli,12.4073,77.1669,Other,51,Female,23,Blunt Object,Major,Overcast,7,Theft
25.12.2010,17:36:36,Drug Offense,Koramangala,12.3423,77.6142,Female,37,Female,36,Gun,None,Partly Cloudy,17,None
05.01.2011,16:25:11,Assault,Electronic City,13.9292,77.4578,Female,58,Female,20,Blunt Object,Minor,Rain,18,Burglary
11.01.2011,09:17:15,Vandalism,Bellandur,12.3922,77.014,Other,22,Male,60,Blunt Object,Minor,Snow,39,Burglary
22.01.2011,00:27:00,Drug Offense,Banashankari,13.7776,77.1076,Male,68,Female,68,None,Minor,Snow,3,Robbery
24.01.2011,11:32:32,Assault,Whitefield,12.171,77.315,Female,33,Male,55,None,Minor,Overcast,39,Robbery
26.01.2011,06:16:20,Theft,JP Nagar,12.6257,77.8768,Other,44,Other,55,None,None,Clear,36,Robbery
28.01.2011,11:22:41,Drug Offense,Koramangala,13.5346,77.5175,Male,56,Male,67,Blunt Object,Fatal,Snow,34,Drug Offense
01.02.2011,07:15:08,Embezzlement,Yelahanka,13.7245,77.0554,Female,37,Other,69,None,None,Partly Cloudy,7,Theft
17.02.2011,18:12:04,Drug Offense,Yelahanka,12.5828,77.2352,Male,33,Female,27,Knife,Minor,Overcast,30,Assault
18.02.2011,01:15:22,Burglary,Yelahanka,12.8969,77.6189,Female,51,Other,58,Blunt Object,Fatal,Rain,0,Forgery
18.02.2011,16:08:35,Drug Offense,Whitefield,13.7379,77.1793,Other,28,Male,42,Blunt Object,Major,Snow,16,Embezzlement
21.02.2011,03:24:47,Embezzlement,Banashankari,12.4051,77.8049,Female,38,Male,60,None,Fatal,Overcast,12,Forgery
04.03.2011,08:31:16,Burglary,Yelahanka,12.0284,77.7976,Other,21,Other,56,Gun,None,Snow,39,Robbery
07.03.2011,12:23:18,Robbery,Jayanagar,12.0696,77.1971,Other,49,Other,41,Knife,None,Partly Cloudy,19,Vandalism
10.03.2011,03:37:55,Forgery,Electronic City,12.1764,77.3319,Other,61,Female,54,Knife,Fatal,Clear,17,Burglary
11.03.2011,05:03:59,Forgery,Koramangala,12.1239,77.4011,Male,68,Male,47,Blunt Object,Fatal,Clear,3,Vandalism
13.03.2011,22:09:14,Forgery,Kamakshipalya,13.7751,77.4493,Male,70,Other,44,Gun,None,Overcast,35,Embezzlement
25.03.2011,04:03:17,Assault,JP Nagar,13.4811,77.7438,Female,46,Female,58,None,Fatal,Rain,32,Forgery
03.04.2011,18:39:40,Forgery,Marathahalli,12.0872,77.6771,Female,64,Other,57,Blunt Object,Fatal,Rain,38,Robbery
03.04.2011,20:44:20,Robbery,Indiranagar,12.0524,77.9877,Male,27,Male,66,Gun,Fatal,Overcast,9,Fraud
04.04.2011,21:56:04,Theft,Whitefield,12.3947,77.0175,Male,63,Male,20,Gun,Minor,Partly Cloudy,2,Robbery
14.04.2011,10:23:09,Assault,HSR Layout,12.8096,77.9413,Female,29,Male,46,Blunt Object,Fatal,Clear,18,Fraud
14.04.2011,10:50:07,Vandalism,Electronic City,13.4099,77.316,Male,42,Other,44,None,Major,Partly Cloudy,21,Robbery
26.04.2011,10:50:10,Embezzlement,Bellandur,13.4906,77.214,Male,65,Other,24,Knife,None,Clear,36,Forgery
03.05.2011,18:29:00,Robbery,Bellandur,12.5726,77.9929,Female,46,Other,28,Blunt Object,Fatal,Partly Cloudy,19,Forgery
07.05.2011,00:54:00,Embezzlement,Koramangala,12.8873,77.6739,Male,46,Female,35,Gun,None,Clear,32,Burglary
08.05.2011,20:08:45,Embezzlement,Bellandur,12.12,77.3741,Female,67,Male,20,Gun,Minor,Overcast,5,Drug Offense
16.05.2011,10:30:20,Vandalism,Kamakshipalya,12.1702,77.5127,Female,20,Female,23,Blunt Object,Major,Overcast,13,Drug Offense
17.05.2011,12:05:05,Drug Offense,JP Nagar,13.454,77.7411,Male,32,Female,27,None,Major,Overcast,19,Embezzlement
27.05.2011,20:47:01,Drug Offense,HSR Layout,12.4508,77.3679,Male,51,Male,22,Gun,Minor,Rain,19,Theft
06.06.2011,19:13:49,Theft,JP Nagar,12.2111,77.4383,Male,57,Female,47,Blunt Object,None,Rain,15,Robbery
07.06.2011,19:35:20,Embezzlement,Indiranagar,13.5479,77.4336,Male,19,Other,33,Blunt Object,Major,Partly Cloudy,30,Forgery
12.06.2011,03:09:25,Robbery,Kamakshipalya,12.6863,77.267,Other,61,Other,35,Gun,Minor,Overcast,31,Assault
14.06.2011,02:03:05,Drug Offense,Bellandur,13.3997,77.241,Other,62,Other,37,Blunt Object,None,Clear,10,Burglary
20.06.2011,05:24:47,Theft,Whitefield,13.3692,77.7771,Male,54,Male,27,Knife,Major,Overcast,12,Assault
21.06.2011,02:56:45,Burglary,HSR Layout,13.9173,77.6234,Other,65,Other,56,Gun,None,Snow,25,Forgery
26.06.2011,06:51:09,Robbery,JP Nagar,12.2101,77.9542,Female,44,Other,66,None,Minor,Partly Cloudy,17,Fraud
04.07.2011,17:15:24,Robbery,Whitefield,13.3066,77.3785,Other,40,Male,40,Gun,Fatal,Clear,9,Embezzlement
15.07.2011,00:51:04,Fraud,JP Nagar,12.6125,77.5457,Male,24,Female,68,Knife,Fatal,Overcast,19,Forgery
20.07.2011,11:10:21,Burglary,Bellandur,12.3538,77.8825,Other,69,Male,40,None,Fatal,Clear,31,None
21.07.2011,01:53:58,Drug Offense,Marathahalli,13.9637,77.229,Other,53,Other,55,Blunt Object,Major,Overcast,24,Vandalism
24.07.2011,05:47:39,Burglary,Yelahanka,13.5585,77.2969,Other,38,Male,62,Gun,Minor,Clear,11,Fraud
28.07.2011,23:28:06,Fraud,Electronic City,13.7206,77.3376,Other,51,Other,50,Knife,Major,Snow,39,Forgery
05.08.2011,09:11:27,Forgery,Banashankari,13.5798,77.1808,Female,59,Other,31,None,Minor,Overcast,6,Embezzlement
08.08.2011,07:15:55,Forgery,Yelahanka,13.0555,77.112,Other,24,Other,37,Knife,Fatal,Rain,19,Theft
12.08.2011,23:22:52,Forgery,HSR Layout,12.5421,77.0507,Other,47,Male,63,None,None,Overcast,18,Forgery
15.08.2011,04:26:12,Forgery,Koramangala,12.682,77.1954,Other,48,Male,60,Knife,Major,Partly Cloudy,17,Forgery
16.08.2011,16:43:31,Theft,Indiranagar,13.1099,77.2461,Female,51,Female,63,None,Major,Partly Cloudy,6,None
28.08.2011,12:51:22,Forgery,Jayanagar,13.7545,77.2881,Male,30,Female,70,Knife,Major,Rain,2,Theft
06.09.2011,18:30:21,Forgery,Jayanagar,12.4874,77.2151,Female,28,Other,66,Gun,Minor,Clear,6,Burglary
10.09.2011,12:37:27,Burglary,Koramangala,12.7334,77.3251,Other,27,Other,30,Knife,None,Rain,21,None
13.09.2011,10:07:02,Drug Offense,JP Nagar,12.5443,77.9286,Female,40,Female,27,Blunt Object,Minor,Rain,11,Theft
17.09.2011,16:25:52,Embezzlement,Jayanagar,12.5741,77.5987,Female,46,Other,48,Knife,None,Clear,23,Vandalism
17.09.2011,18:23:25,Drug Offense,JP Nagar,13.7122,77.4108,Male,25,Other,60,Blunt Object,Fatal,Partly Cloudy,1,Forgery
19.09.2011,19:01:01,Robbery,Indiranagar,13.2546,77.2598,Other,52,Other,42,Knife,Fatal,Snow,14,Vandalism
19.09.2011,13:05:21,Forgery,Marathahalli,13.8425,77.5191,Female,54,Female,55,Knife,Major,Snow,29,Theft
23.09.2011,02:16:38,Robbery,Whitefield,12.1689,77.8374,Female,34,Other,65,Blunt Object,Major,Snow,14,Embezzlement
01.10.2011,12:56:50,Fraud,JP Nagar,12.6544,77.8023,Female,28,Other,53,Knife,Minor,Clear,10,Drug Offense
03.10.2011,03:19:30,Burglary,Koramangala,13.3949,77.5593,Other,40,Other,30,Gun,None,Overcast,34,Embezzlement
03.10.2011,00:17:04,Robbery,Indiranagar,13.9384,77.5855,Male,21,Other,19,Blunt Object,Minor,Rain,17,Fraud
06.10.2011,02:08:59,Robbery,JP Nagar,13.0468,77.9252,Female,23,Female,36,Knife,Major,Overcast,31,None
10.10.2011,02:29:08,Robbery,HSR Layout,13.2701,77.8914,Female,65,Male,18,Blunt Object,None,Snow,21,Burglary
10.10.2011,10:24:43,Drug Offense,Yelahanka,13.2212,77.4837,Male,41,Other,20,Knife,None,Snow,17,Burglary
20.10.2011,15:31:41,Assault,Electronic City,13.7985,77.4098,Male,19,Other,39,Blunt Object,Fatal,Overcast,33,Assault
11.11.2011,16:27:56,Fraud,JP Nagar,13.3986,77.6392,Other,60,Other,36,Gun,None,Overcast,39,None
13.11.2011,10:34:27,Theft,Marathahalli,13.7586,77.3854,Female,56,Male,56,None,Major,Overcast,29,None
15.11.2011,03:31:56,Theft,Jayanagar,13.2173,77.2647,Female,41,Female,36,Blunt Object,Major,Snow,39,Vandalism
22.11.2011,12:12:12,Forgery,Koramangala,12.0143,77.1821,Male,67,Other,28,Gun,None,Partly Cloudy,22,Forgery
22.11.2011,19:18:38,Drug Offense,Yelahanka,12.5125,77.3793,Female,65,Female,68,Knife,Fatal,Overcast,19,Drug Offense
26.11.2011,15:28:39,Vandalism,Electronic City,13.6465,77.3947,Other,41,Male,48,Blunt Object,Minor,Overcast,14,Drug Offense
02.12.2011,14:25:59,Drug Offense,Koramangala,12.9631,77.0662,Female,49,Other,70,Blunt Object,None,Partly Cloudy,17,Fraud
08.12.2011,16:43:54,Drug Offense,Koramangala,13.0235,77.3089,Other,23,Male,40,Gun,Fatal,Overcast,6,Theft
10.12.2011,02:32:23,Robbery,Electronic City,13.3372,77.6915,Male,20,Female,63,Gun,Minor,Snow,34,Robbery
12.12.2011,08:02:57,Theft,JP Nagar,12.1024,77.1216,Other,54,Other,47,Gun,Major,Clear,19,None
13.12.2011,07:28:26,Vandalism,Marathahalli,13.2987,77.376,Other,21,Female,31,None,Fatal,Partly Cloudy,24,Forgery
18.12.2011,15:20:22,Theft,JP Nagar,13.437,77.2764,Female,62,Other,18,None,Major,Partly Cloudy,29,Embezzlement
18.12.2011,08:34:23,Drug Offense,JP Nagar,13.6937,77.8651,Other,63,Female,33,Gun,Fatal,Clear,15,Fraud
01.01.2012,04:08:34,Vandalism,Bellandur,13.0188,77.7064,Female,40,Other,38,Blunt Object,Fatal,Clear,0,Theft
02.01.2012,21:25:54,Vandalism,Indiranagar,13.0446,77.7807,Male,20,Other,19,Blunt Object,Major,Partly Cloudy,18,Burglary
04.01.2012,11:28:08,Drug Offense,Jayanagar,13.1841,77.6637,Male,23,Female,37,Gun,Major,Clear,33,Robbery
04.01.2012,10:43:05,Fraud,HSR Layout,12.9021,77.4594,Female,55,Other,25,Blunt Object,Fatal,Rain,38,Forgery
08.01.2012,03:32:10,Drug Offense,HSR Layout,13.1302,77.4145,Other,32,Male,33,Knife,Fatal,Snow,5,Burglary
09.01.2012,09:33:24,Forgery,JP Nagar,13.0024,77.7754,Female,19,Other,54,Knife,Fatal,Clear,15,Burglary
11.01.2012,11:27:15,Robbery,Bellandur,12.8214,77.5579,Female,44,Female,25,Knife,None,Partly Cloudy,11,Theft
15.01.2012,20:52:48,Vandalism,Whitefield,13.0293,77.7885,Male,38,Female,64,Gun,None,Rain,29,Theft
18.01.2012,21:41:36,Vandalism,JP Nagar,13.1726,77.5013,Female,25,Other,59,Knife,Major,Clear,18,Burglary
26.01.2012,12:28:39,Robbery,Yelahanka,12.807,77.4851,Male,45,Male,40,None,Major,Clear,6,Embezzlement
27.01.2012,19:55:08,Forgery,HSR Layout,13.1486,77.598,Other,53,Male,34,Blunt Object,Minor,Partly Cloudy,13,Robbery
28.01.2012,21:34:08,Robbery,Bellandur,13.1236,77.7541,Male,41,Male,19,Blunt Object,None,Snow,15,Theft
02.02.2012,00:27:53,Embezzlement,JP Nagar,12.9528,77.4387,Female,30,Other,24,Gun,None,Clear,35,Drug Offense
03.02.2012,14:28:19,Forgery,JP Nagar,12.83,77.6969,Other,33,Male,38,Blunt Object,Major,Rain,5,Fraud
05.02.2012,17:24:48,Forgery,Banashankari,12.9065,77.5797,Other,50,Other,18,Knife,Fatal,Rain,24,Assault
06.02.2012,05:44:42,Robbery,Bellandur,12.8626,77.5488,Female,43,Other,22,Blunt Object,Fatal,Snow,31,None
08.02.2012,14:10:08,Fraud,Electronic City,12.8686,77.7193,Male,40,Male,28,Blunt Object,Minor,Overcast,2,Embezzlement
09.02.2012,02:35:55,Burglary,Whitefield,13.0882,77.7422,Other,22,Other,60,Knife,None,Partly Cloudy,7,Burglary
14.02.2012,06:49:12,Drug Offense,Jayanagar,13.1207,77.6681,Male,54,Female,57,Knife,Minor,Snow,21,Forgery
14.02.2012,06:33:36,Vandalism,Kamakshipalya,13.0,77.6377,Male,43,Female,43,Knife,Major,Partly Cloudy,28,Forgery
14.02.2012,11:54:11,Fraud,Indiranagar,12.956,77.5674,Male,41,Male,62,Knife,Major,Partly Cloudy,40,Burglary
15.02.2012,19:10:50,Vandalism,Indiranagar,13.188,77.6274,Female,50,Female,25,Blunt Object,None,Snow,21,Theft
18.02.2012,02:35:47,Fraud,Marathahalli,12.8172,77.7659,Male,32,Female,56,Gun,Minor,Rain,9,Fraud
21.02.2012,00:47:38,Vandalism,Bellandur,13.1532,77.4497,Other,24,Female,31,None,Major,Snow,37,Robbery
22.02.2012,23:52:51,Fraud,Yelahanka,13.1463,77.4136,Other,25,Male,31,Gun,Major,Snow,8,Fraud
24.02.2012,03:08:29,Robbery,Marathahalli,12.9026,77.473,Other,63,Other,54,Knife,Minor,Snow,2,Theft
24.02.2012,19:17:14,Burglary,Indiranagar,13.1692,77.4561,Other,49,Other,25,Blunt Object,Fatal,Clear,10,Drug Offense
07.03.2012,20:27:14,Assault,Electronic City,12.9814,77.6088,Male,35,Female,44,Blunt Object,Major,Overcast,0,Burglary
11.03.2012,06:54:51,Embezzlement,Yelahanka,12.9197,77.6002,Male,48,Female,52,Knife,Fatal,Clear,24,Embezzlement
18.03.2012,21:59:53,Burglary,Indiranagar,13.1961,77.6458,Other,20,Female,43,Gun,Major,Partly Cloudy,18,None
19.03.2012,17:58:20,Theft,Yelahanka,13.0427,77.5806,Female,42,Female,31,None,None,Rain,26,Embezzlement
25.03.2012,14:12:48,Vandalism,Kamakshipalya,13.0998,77.6357,Other,36,Male,40,Blunt Object,Major,Overcast,3,Theft
25.03.2012,18:25:43,Burglary,Electronic City,12.913,77.6885,Female,28,Other,46,None,Fatal,Partly Cloudy,22,Drug Offense
26.03.2012,00:20:44,Fraud,JP Nagar,13.0815,77.6536,Male,55,Male,24,Blunt Object,None,Clear,1,Robbery
29.03.2012,20:05:39,Vandalism,Kamakshipalya,13.0567,77.4539,Female,39,Female,29,None,Fatal,Snow,17,None
31.03.2012,15:30:10,Forgery,Jayanagar,12.9138,77.7685,Female,45,Male,64,Knife,Minor,Partly Cloudy,32,Fraud
08.04.2012,02:21:12,Embezzlement,Indiranagar,12.9071,77.6276,Female,40,Other,62,None,Fatal,Rain,26,Embezzlement
08.04.2012,13:50:36,Robbery,JP Nagar,13.112,77.7307,Other,56,Female,57,Gun,Major,Overcast,9,Assault
09.04.2012,17:09:31,Burglary,Yelahanka,13.0694,77.4085,Female,24,Other,20,Gun,Major,Overcast,28,Theft
12.04.2012,03:11:41,Assault,HSR Layout,12.8029,77.6369,Female,40,Other,65,None,Minor,Clear,5,Theft
12.04.2012,02:03:13,Theft,Electronic City,13.1585,77.6553,Female,65,Female,55,Blunt Object,None,Snow,14,Assault
12.04.2012,23:11:34,Vandalism,JP Nagar,12.8928,77.7794,Female,43,Female,27,Blunt Object,None,Snow,10,Theft
13.04.2012,18:54:23,Vandalism,Marathahalli,13.0814,77.5721,Other,61,Female,39,Knife,Major,Overcast,0,Burglary
14.04.2012,02:35:47,Embezzlement,Kamakshipalya,13.0207,77.4096,Female,31,Male,44,Blunt Object,None,Overcast,9,Theft
14.04.2012,21:19:32,Assault,Yelahanka,13.1024,77.5917,Other,18,Other,43,Knife,None,Snow,28,Fraud
21.04.2012,00:12:48,Forgery,Banashankari,12.8376,77.65,Other,38,Other,25,Blunt Object,Minor,Rain,19,Theft
24.04.2012,12:21:27,Vandalism,Jayanagar,13.1626,77.5712,Other,25,Other,54,None,None,Rain,38,Theft
25.04.2012,06:26:41,Burglary,Electronic City,12.8415,77.7331,Female,32,Male,30,None,Major,Rain,15,Fraud
29.04.2012,11:01:36,Forgery,Electronic City,12.8318,77.509,Male,18,Other,41,None,Fatal,Overcast,9,Fraud
11.05.2012,06:28:02,Assault,Indiranagar,13.0582,77.6439,Other,43,Other,58,Knife,Major,Partly Cloudy,15,None
22.05.2012,22:52:32,Fraud,Banashankari,13.1792,77.6258,Female,45,Other,57,None,Major,Clear,35,Embezzlement
23.05.2012,16:16:57,Theft,HSR Layout,13.0461,77.5716,Other,47,Female,60,Gun,Major,Snow,7,Forgery
24.05.2012,20:57:09,Vandalism,Bellandur,13.1815,77.7735,Male,61,Other,32,Knife,None,Rain,20,Burglary
31.05.2012,16:39:03,Burglary,Koramangala,12.8308,77.6939,Other,27,Other,62,Knife,None,Overcast,22,Vandalism
05.06.2012,17:24:54,Assault,Koramangala,12.8393,77.777,Female,19,Female,40,Gun,Fatal,Rain,31,Drug Offense
08.06.2012,06:38:39,Drug Offense,Electronic City,13.1118,77.5129,Male,44,Other,36,Gun,Minor,Overcast,17,Fraud
10.06.2012,05:42:53,Theft,Kamakshipalya,12.9728,77.6899,Female,50,Male,31,Blunt Object,Minor,Clear,36,Forgery
14.06.2012,14:51:19,Theft,Marathahalli,12.8068,77.5564,Female,48,Male,33,None,Minor,Rain,5,None
15.06.2012,17:08:06,Vandalism,Marathahalli,13.1428,77.5396,Male,29,Male,62,Gun,None,Snow,2,Assault
21.06.2012,05:37:22,Drug Offense,Jayanagar,12.8674,77.5376,Female,39,Other,41,Gun,Minor,Partly Cloudy,19,Theft
24.06.2012,00:32:20,Assault,Bellandur,13.0283,77.633,Other,21,Male,38,None,Fatal,Partly Cloudy,34,Fraud
