date,time_of_day,crime_type,location,latitude,longitude,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity
2011-05-27,20:47:01,Drug Offense,HSR Layout,12.4508,77.3679,Male,51,Male,22,Gun,Minor,Rain,19,Theft
2011-06-06,19:13:49,Theft,JP Nagar,12.2111,77.4383,Male,57,Female,47,Blunt Object,None,Rain,15,Robbery
2011-06-07,19:35:20,Embezzlement,Indiranagar,13.5479,77.4336,Male,19,Other,33,Blunt Object,Major,Partly Cloudy,30,Forgery
2011-06-12,03:09:25,Robbery,Kamakshipalya,12.6863,77.267,Other,61,Other,35,Gun,Minor,Overcast,31,Assault
2011-06-14,02:03:05,Drug Offense,Bellandur,13.3997,77.241,Other,62,Other,37,Blunt Object,None,Clear,10,Burglary
2011-06-20,05:24:47,Theft,Whitefield,13.3692,77.7771,Male,54,Male,27,Knife,Major,Overcast,12,Assault
2011-06-21,02:56:45,Burglary,HSR Layout,13.9173,77.6234,Other,65,Other,56,Gun,None,Snow,25,Forgery
2011-06-26,06:51:09,Robbery,JP Nagar,12.2101,77.9542,Female,44,Other,66,None,Minor,Partly Cloudy,17,Fraud
2011-07-04,17:15:24,Robbery,Whitefield,13.3066,77.3785,Other,40,Male,40,Gun,Fatal,Clear,9,Embezzlement
2011-07-15,00:51:04,Fraud,JP Nagar,12.6125,77.5457,Male,24,Female,68,Knife,Fatal,Overcast,19,Forgery
2011-07-20,11:10:21,Burglary,Bellandur,12.3538,77.8825,Other,69,Male,40,None,Fatal,Clear,31,None
2011-07-21,01:53:58,Drug Offense,Marathahalli,13.9637,77.229,Other,53,Other,55,Blunt Object,Major,Overcast,24,Vandalism
2011-07-24,05:47:39,Burglary,Yelahanka,13.5585,77.2969,Other,38,Male,62,Gun,Minor,Clear,11,Fraud
2011-07-28,23:28:06,Fraud,Electronic City,13.7206,77.3376,Other,51,Other,50,Knife,Major,Snow,39,Forgery
2011-08-05,09:11:27,Forgery,Banashankari,13.5798,77.1808,Female,59,Other,31,None,Minor,Overcast,6,Embezzlement
2011-08-08,07:15:55,Forgery,Yelahanka,13.0555,77.112,Other,24,Other,37,Knife,Fatal,Rain,19,Theft
2011-08-12,23:22:52,Forgery,HSR Layout,12.5421,77.0507,Other,47,Male,63,None,None,Overcast,18,Forgery
2011-08-15,04:26:12,Forgery,Koramangala,12.682,77.1954,Other,48,Male,60,Knife,Major,Partly Cloudy,17,Forgery
2011-08-16,16:43:31,Theft,Indiranagar,13.1099,77.2461,Female,51,Female,63,None,Major,Partly Cloudy,6,None
2011-08-28,12:51:22,Forgery,Jayanagar,13.7545,77.2881,Male,30,Female,70,Knife,Major,Rain,2,Theft
2011-09-06,18:30:21,Forgery,Jayanagar,12.4874,77.2151,Female,28,Other,66,Gun,Minor,Clear,6,Burglary
2011-09-10,12:37:27,Burglary,Koramangala,12.7334,77.3251,Other,27,Other,30,Knife,None,Rain,21,None
2011-09-13,10:07:02,Drug Offense,JP Nagar,12.5443,77.9286,Female,40,Female,27,Blunt Object,Minor,Rain,11,Theft
2011-09-17,18:23:25,Drug Offense,JP Nagar,13.7122,77.4108,Male,25,Other,60,Blunt Object,Fatal,Partly Cloudy,1,Forgery
2011-09-17,16:25:52,Embezzlement,Jayanagar,12.5741,77.5987,Female,46,Other,48,Knife,None,Clear,23,Vandalism
2011-09-19,19:01:01,Robbery,Indiranagar,13.2546,77.2598,Other,52,Other,42,Knife,Fatal,Snow,14,Vandalism
2011-09-19,13:05:21,Forgery,Marathahalli,13.8425,77.5191,Female,54,Female,55,Knife,Major,Snow,29,Theft
2011-09-23,02:16:38,Robbery,Whitefield,12.1689,77.8374,Female,34,Other,65,Blunt Object,Major,Snow,14,Embezzlement
2011-10-01,12:56:50,Fraud,JP Nagar,12.6544,77.8023,Female,28,Other,53,Knife,Minor,Clear,10,Drug Offense
2011-10-03,03:19:30,Burglary,Koramangala,13.3949,77.5593,Other,40,Other,30,Gun,None,Overcast,34,Embezzlement
2011-10-03,00:17:04,Robbery,Indiranagar,13.9384,77.5855,Male,21,Other,19,Blunt Object,Minor,Rain,17,Fraud
2011-10-06,02:08:59,Robbery,JP Nagar,13.0468,77.9252,Female,23,Female,36,Knife,Major,Overcast,31,None
2011-10-10,02:29:08,Robbery,HSR Layout,13.2701,77.8914,Female,65,Male,18,Blunt Object,None,Snow,21,Burglary
2011-10-10,10:24:43,Drug Offense,Yelahanka,13.2212,77.4837,Male,41,Other,20,Knife,None,Snow,17,Burglary
2011-10-20,15:31:41,Assault,Electronic City,13.7985,77.4098,Male,19,Other,39,Blunt Object,Fatal,Overcast,33,Assault
2011-11-11,16:27:56,Fraud,JP Nagar,13.3986,77.6392,Other,60,Other,36,Gun,None,Overcast,39,None
2011-11-13,10:34:27,Theft,Marathahalli,13.7586,77.3854,Female,56,Male,56,None,Major,Overcast,29,None
2011-11-15,03:31:56,Theft,Jayanagar,13.2173,77.2647,Female,41,Female,36,Blunt Object,Major,Snow,39,Vandalism
2011-11-22,19:18:38,Drug Offense,Yelahanka,12.5125,77.3793,Female,65,Female,68,Knife,Fatal,Overcast,19,Drug Offense
2011-11-22,12:12:12,Forgery,Koramangala,12.0143,77.1821,Male,67,Other,28,Gun,None,Partly Cloudy,22,Forgery
2011-11-26,15:28:39,Vandalism,Electronic City,13.6465,77.3947,Other,41,Male,48,Blunt Object,Minor,Overcast,14,Drug Offense
2011-12-02,14:25:59,Drug Offense,Koramangala,12.9631,77.0662,Female,49,Other,70,Blunt Object,None,Partly Cloudy,17,Fraud
2011-12-08,16:43:54,Drug Offense,Koramangala,13.0235,77.3089,Other,23,Male,40,Gun,Fatal,Overcast,6,Theft
2011-12-10,02:32:23,Robbery,Electronic City,13.3372,77.6915,Male,20,Female,63,Gun,Minor,Snow,34,Robbery
2011-12-12,08:02:57,Theft,JP Nagar,12.1024,77.1216,Other,54,Other,47,Gun,Major,Clear,19,None
2011-12-13,07:28:26,Vandalism,Marathahalli,13.2987,77.376,Other,21,Female,31,None,Fatal,Partly Cloudy,24,Forgery
2011-12-18,08:34:23,Drug Offense,JP Nagar,13.6937,77.8651,Other,63,Female,33,Gun,Fatal,Clear,15,Fraud
2011-12-18,15:20:22,Theft,JP Nagar,13.437,77.2764,Female,62,Other,18,None,Major,Partly Cloudy,29,Embezzlement
2012-01-01,04:08:34,Vandalism,Bellandur,13.0188,77.7064,Female,40,Other,38,Blunt Object,Fatal,Clear,0,Theft
2012-01-02,21:25:54,Vandalism,Indiranagar,13.0446,77.7807,Male,20,Other,19,Blunt Object,Major,Partly Cloudy,18,Burglary
2012-01-04,10:43:05,Fraud,HSR Layout,12.9021,77.4594,Female,55,Other,25,Blunt Object,Fatal,Rain,38,Forgery
2012-01-04,11:28:08,Drug Offense,Jayanagar,13.1841,77.6637,Male,23,Female,37,Gun,Major,Clear,33,Robbery
2012-01-08,03:32:10,Drug Offense,HSR Layout,13.1302,77.4145,Other,32,Male,33,Knife,Fatal,Snow,5,Burglary
2012-01-09,09:33:24,Forgery,JP Nagar,13.0024,77.7754,Female,19,Other,54,Knife,Fatal,Clear,15,Burglary
2012-01-11,11:27:15,Robbery,Bellandur,12.8214,77.5579,Female,44,Female,25,Knife,None,Partly Cloudy,11,Theft
2012-01-15,20:52:48,Vandalism,Whitefield,13.0293,77.7885,Male,38,Female,64,Gun,None,Rain,29,Theft
2012-01-18,21:41:36,Vandalism,JP Nagar,13.1726,77.5013,Female,25,Other,59,Knife,Major,Clear,18,Burglary
2012-01-26,12:28:39,Robbery,Yelahanka,12.807,77.4851,Male,45,Male,40,None,Major,Clear,6,Embezzlement
2012-01-27,19:55:08,Forgery,HSR Layout,13.1486,77.598,Other,53,Male,34,Blunt Object,Minor,Partly Cloudy,13,Robbery
2012-01-28,21:34:08,Robbery,Bellandur,13.1236,77.7541,Male,41,Male,19,Blunt Object,None,Snow,15,Theft
2012-02-02,00:27:53,Embezzlement,JP Nagar,12.9528,77.4387,Female,30,Other,24,Gun,None,Clear,35,Drug Offense
2012-02-03,14:28:19,Forgery,JP Nagar,12.83,77.6969,Other,33,Male,38,Blunt Object,Major,Rain,5,Fraud
2012-02-05,17:24:48,Forgery,Banashankari,12.9065,77.5797,Other,50,Other,18,Knife,Fatal,Rain,24,Assault
2012-02-06,05:44:42,Robbery,Bellandur,12.8626,77.5488,Female,43,Other,22,Blunt Object,Fatal,Snow,31,None
2012-02-08,14:10:08,Fraud,Electronic City,12.8686,77.7193,Male,40,Male,28,Blunt Object,Minor,Overcast,2,Embezzlement
2012-02-09,02:35:55,Burglary,Whitefield,13.0882,77.7422,Other,22,Other,60,Knife,None,Partly Cloudy,7,Burglary
2012-02-14,06:49:12,Drug Offense,Jayanagar,13.1207,77.6681,Male,54,Female,57,Knife,Minor,Snow,21,Forgery
2012-02-14,06:33:36,Vandalism,Kamakshipalya,13.0,77.6377,Male,43,Female,43,Knife,Major,Partly Cloudy,28,Forgery
2012-02-14,11:54:11,Fraud,Indiranagar,12.956,77.5674,Male,41,Male,62,Knife,Major,Partly Cloudy,40,Burglary
2012-02-15,19:10:50,Vandalism,Indiranagar,13.188,77.6274,Female,50,Female,25,Blunt Object,None,Snow,21,Theft
2012-02-18,02:35:47,Fraud,Marathahalli,12.8172,77.7659,Male,32,Female,56,Gun,Minor,Rain,9,Fraud
2012-02-21,00:47:38,Vandalism,Bellandur,13.1532,77.4497,Other,24,Female,31,None,Major,Snow,37,Robbery
2012-02-22,23:52:51,Fraud,Yelahanka,13.1463,77.4136,Other,25,Male,31,Gun,Major,Snow,8,Fraud
2012-02-24,19:17:14,Burglary,Indiranagar,13.1692,77.4561,Other,49,Other,25,Blunt Object,Fatal,Clear,10,Drug Offense
2012-02-24,03:08:29,Robbery,Marathahalli,12.9026,77.473,Other,63,Other,54,Knife,Minor,Snow,2,Theft
2012-03-07,20:27:14,Assault,Electronic City,12.9814,77.6088,Male,35,Female,44,Blunt Object,Major,Overcast,0,Burglary
2012-03-11,06:54:51,Embezzlement,Yelahanka,12.9197,77.6002,Male,48,Female,52,Knife,Fatal,Clear,24,Embezzlement
2012-03-18,21:59:53,Burglary,Indiranagar,13.1961,77.6458,Other,20,Female,43,Gun,Major,Partly Cloudy,18,None
2012-03-19,17:58:20,Theft,Yelahanka,13.0427,77.5806,Female,42,Female,31,None,None,Rain,26,Embezzlement
2012-03-25,14:12:48,Vandalism,Kamakshipalya,13.0998,77.6357,Other,36,Male,40,Blunt Object,Major,Overcast,3,Theft
2012-03-25,18:25:43,Burglary,Electronic City,12.913,77.6885,Female,28,Other,46,None,Fatal,Partly Cloudy,22,Drug Offense
2012-03-26,00:20:44,Fraud,JP Nagar,13.0815,77.6536,Male,55,Male,24,Blunt Object,None,Clear,1,Robbery
2012-03-29,20:05:39,Vandalism,Kamakshipalya,13.0567,77.4539,Female,39,Female,29,None,Fatal,Snow,17,None
2012-03-31,15:30:10,Forgery,Jayanagar,12.9138,77.7685,Female,45,Male,64,Knife,Minor,Partly Cloudy,32,Fraud
2012-04-08,13:50:36,Robbery,JP Nagar,13.112,77.7307,Other,56,Female,57,Gun,Major,Overcast,9,Assault
2012-04-08,02:21:12,Embezzlement,Indiranagar,12.9071,77.6276,Female,40,Other,62,None,Fatal,Rain,26,Embezzlement
2012-04-09,17:09:31,Burglary,Yelahanka,13.0694,77.4085,Female,24,Other,20,Gun,Major,Overcast,28,Theft
2012-04-12,03:11:41,Assault,HSR Layout,12.8029,77.6369,Female,40,Other,65,None,Minor,Clear,5,Theft
2012-04-12,23:11:34,Vandalism,JP Nagar,12.8928,77.7794,Female,43,Female,27,Blunt Object,None,Snow,10,Theft
2012-04-12,02:03:13,Theft,Electronic City,13.1585,77.6553,Female,65,Female,55,Blunt Object,None,Snow,14,Assault
2012-04-13,18:54:23,Vandalism,Marathahalli,13.0814,77.5721,Other,61,Female,39,Knife,Major,Overcast,0,Burglary
2012-04-14,21:19:32,Assault,Yelahanka,13.1024,77.5917,Other,18,Other,43,Knife,None,Snow,28,Fraud
2012-04-14,02:35:47,Embezzlement,Kamakshipalya,13.0207,77.4096,Female,31,Male,44,Blunt Object,None,Overcast,9,Theft
2012-04-21,00:12:48,Forgery,Banashankari,12.8376,77.65,Other,38,Other,25,Blunt Object,Minor,Rain,19,Theft
2012-04-24,12:21:27,Vandalism,Jayanagar,13.1626,77.5712,Other,25,Other,54,None,None,Rain,38,Theft
2012-04-25,06:26:41,Burglary,Electronic City,12.8415,77.7331,Female,32,Male,30,None,Major,Rain,15,Fraud
2012-04-29,11:01:36,Forgery,Electronic City,12.8318,77.509,Male,18,Other,41,None,Fatal,Overcast,9,Fraud
2012-05-11,06:28:02,Assault,Indiranagar,13.0582,77.6439,Other,43,Other,58,Knife,Major,Partly Cloudy,15,None
2012-05-22,22:52:32,Fraud,Banashankari,13.1792,77.6258,Female,45,Other,57,None,Major,Clear,35,Embezzlement
2012-05-23,16:16:57,Theft,HSR Layout,13.0461,77.5716,Other,47,Female,60,Gun,Major,Snow,7,Forgery
2012-05-24,20:57:09,Vandalism,Bellandur,13.1815,77.7735,Male,61,Other,32,Knife,None,Rain,20,Burglary
2012-05-31,16:39:03,Burglary,Koramangala,12.8308,77.6939,Other,27,Other,62,Knife,None,Overcast,22,Vandalism
2012-06-05,17:24:54,Assault,Koramangala,12.8393,77.777,Female,19,Female,40,Gun,Fatal,Rain,31,Drug Offense
2012-06-08,06:38:39,Drug Offense,Electronic City,13.1118,77.5129,Male,44,Other,36,Gun,Minor,Overcast,17,Fraud
2012-06-10,05:42:53,Theft,Kamakshipalya,12.9728,77.6899,Female,50,Male,31,Blunt Object,Minor,Clear,36,Forgery
2012-06-14,14:51:19,Theft,Marathahalli,12.8068,77.5564,Female,48,Male,33,None,Minor,Rain,5,None
2012-06-15,17:08:06,Vandalism,Marathahalli,13.1428,77.5396,Male,29,Male,62,Gun,None,Snow,2,Assault
2012-06-21,05:37:22,Drug Offense,Jayanagar,12.8674,77.5376,Female,39,Other,41,Gun,Minor,Partly Cloudy,19,Theft
2012-06-24,00:32:20,Assault,Bellandur,13.0283,77.633,Other,21,Male,38,None,Fatal,Partly Cloudy,34,Fraud
